"sik","Sick","interesting, cool, new. (variant of sick)"
"sim","Sims","a ""god"" game, that is played usually on the computer. which involves, creating a charcter and developing thier life, according to what you want them to do. you decide everything about their life, family, job, appreance etc. it is a game that is often considerd to be girly and dumb, but is quite addictive. the original version, has no point other than goals that you may set for yourself, where as the version on consoles, or the  sims 2, has a point to the game, and in game goals for you to meet, to create that oh so perfect life."
"sip","S.I.P","s.i.p.  means  smile in peace  it's the short illuminated art version of saying r.i.p. (_rest in peace_)  "
"siv","Sieve","actually spelt sieve  a sieve is actually a filter with many holes used for strainging water and liquid from something. the chant is directed to the goalie to say that he/she lets up a lot of goals because he/she is a sieve and contains many holes.  in other words...the goalie sucks"
"six","Sixes","this is any car in mercedes' top-of-the-line 600 series...no matter what anyone tells you, it is not a car with a v6 engine. rappers rap about driving sixes; my grandmother's buick has a v6...which makes more sense here?"
"ska","Ska","one of the most versitile and long lasting genre of music alive today. disregarding some peoples beliefs, ska makes itself individualised by its brass section, walking basslines and offbeat guitar chords. there were 3 waves of ska; trad, 2 tone and 3rd wave but most bands today are 3rd wave caus its totally cool. it has derived from alot of influences, of which jazz, reggae, swing and punk would be the most prominant. suits, big shades and dancin' shoes are usually worn at a ska concert."
"ski","Ski","this is to be occasionally placed at the end of a word (usually while intoxicated) possibly indicating a sense of excitement about the said word. it can also be added to the end of a person's name, indicating their level of [coolness]. the addition of more than one ""-ski"" indicates that the person is more cool than that of a person with only one ""-ski"". however, adding too many ""-ski's"" to the end of a word indicates a level of retardation on behalf of the speaker. ""-ski's"" are best used in moderation."
"skl","Skl'","'skl' is short for 'skool' which is short for 'school'."
"sks","S.K.S","crip gang found and ruled in westminster, ca. by samoans, blaccs, hispanics and italians in 1982! s.k.s stands for ""some krazy shitt!"" originally ""samoan krook style"" until integrated in 1985! constantly whooping the asses of other local sets for recreational purposes, even when outnumbered!"
"slk","Slk32","a two door hot ass roadster made by mercedes benz. with many different engines available. sports package was an option, also referred to as the amg package. not to be confused with the slk32 because that whole car is amg. but any package or engine will make you look 10 times sexier behind the wheel. guy or girl. if its an slk your looking slik. the only drawback is you cant fit more then one girl in the car safely. "
"slt","Salut","short for salut (french for hello), used especially in chat rooms, irc etc."
"slu","Slut","word meant to mean the same as slut but can be used when the sluts are around!"
"sly","Ssly","so like when i'm imagining ""sly"" i just see a real slick looking dude just posted up against a suspicious building under a shadow.. zoom in and the fucker has a tooth pick in his mouth just so effortlessly sweet"
"smc","Smc'","yet another addition to the never ending amount of annoying internet acronyms, 'smc' means 'suck my cock'."
"smk","Smoke","literal (smoke)

someone who doesn't smoke in the same room or apartment where their computer is might type this in conjunction with brb to indicate that they're breaking from whatever online interaction they having with another person or persons over the internet for at least the duration of time it takes them to smoke a cigarette. ~ 4-10min."
"smm","S.M.M","s.m.m. or $.m.m.   sex, money, murda is a neighborhood-based street organization that originated in the soundview section of the bronx, new york. more specifically, the gang was fathered by peter rollack a.k.a. pistol pete from the soundview houses, a low income public housing development managed by the nycha. pistol pete is now serving a life sentence without parole on a plea bargain for killing and committing to kill 6 people. s.m.m. eventually affiliated itself with the united blood nation which emerged during the 1990s. over a relatively short time the s.m.m. set spread to other locations. they are primarily located in the soundview section of the bronx, as well as the south bronx and many east brooklyn neighborhoods like bedford-stuyvesant, brownsville, and east new york. they have also branched to cities as far as trenton, newark, and camden in new jersey, philadelphia pennsylvania, and baltimore, maryland, and other cities along i-95.  "
"sms","S.M.S","sms also s.m.s. (es-em-es) abbr.    1. noun. short message service: a text messaging service on mobile phones. 2. verb. to send a text message over a mobile phone."
"snd","S'N D","s'n d is an abbreviation for ""suckin dick""      the d can be replaced with the first letter of any other body part.  b=butt v=vagina"
"snu","Snus","moist, ground up tobacco. comes in many different flavors. commonly used under the upper lip, but some use it under the lower.  two variants; ordinary and portion snus. less dangerous and foul smelling than smoking, but can cause mouth and lip cancer. it's also a dead turn off.  since it almost only found in scandinavia, it's hell to take it through customs in other parts of the world."
"sok","S'Ok","a cross between '[its]' and '[ok]'. when you say it fast its s'ok (sokay). its very simple and short."
"sor","Sorry","an abbreviation for sorry, used when the speaker is only half sorry and thus uses half the word."
"sov","Sov-","sov- abbreviation for, ""sort of obvious"""
"soy","Soy","soy soy soy! soy gives you strength! strength crushes enemies! soy!"
"spx","Spox-","mostly using by polish mates, which means kewl; from polish spoko->spox->spx;"
"spy","Spy","a spy is an agent sent in for espionage. spies are rarely what they are in movies. they aren't kids like those lameass movies spy kids or cody banks. cody banks was fucking lame and inaccurate. cia agents don't work inside the u.s. james bond is a cool spy."
"sry","Sorry","short for sorry."
"ssy","Ssy","'ssy (pronounced ""cee"") is what happens when you drop the ""pu"" from ""pussy"" ...leaving just 'ssy. . . but it still refers to the pussy."
"sta","Stas","stas, a really sexy and sexual object. is very popular, and hard to get. so many try but fail."
"stu","Stud","aka stud ~ a sweet, country boy who woos women with his hellacious basketball skills and keen sense of what a real date should be {four-wheeling in the mud all day then hosing one another off}he's the epitome of punk in every sense of the term but it won't make you love him any less, oddly enough you'll find yourself helplessly enamoured"
"stx","Stx","acronym for sexually transmitted expectation: a chronic, debilitating, and rarely fatal disease caused by consensual sexual contact.  oddly, stx is passed by an uninfected carrier to an unsuspecting patient.  the hallmark of an stx diagnosis is manifestation in only one of the sexual partners."
"sty","Style","short for style"
"sue","Sues","a beautiful intelligent lady, who is determined to change the world for the greater good. her incredible smile lights up the room. her amazing personality and funny charm attracts men and women to want to be friends with her. it also helps that she has a nice rack. she is also one of the most caring people you will ever meet. she is a traveler and well cultured. most sues are athletic too. watch out for this powerhouse, she can be the biggest bitch if you cross her or her loved ones. sue would make a great teacher, lawyer, or accountant."
"suf","Spuf","steam(powered)users forums.  the steam forums are owned by the [valve] corporation.  a forum to discuss valve/[steam] games such as [half-life], [half-life 2], [counter-strike], [counter-strike: source], [day of defeat]...etc.  many people use the acronym [spuf] but according to one of the steam powered forum mods (blinxx), the correct acronym is ""suf."""
"sug","Sugar","a very enjoyable thing or person. sweet as sugar. a tasty treat."
"suj","Suj-","suj- shut up jerk! -school lockers- a-(getting books out of locker) b-(3 lockers along) hey c! look at that ugly goth chic lol c.>.> hmm yayr a. suj!"
"suk","Suck","lazy person's way to say suck... although it's only one letter, when used en mass (suksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuksuk) it saves a lot of time"
"sum","Sums","sums is an acronym for spontaneous uncontrollable masturbation syndrome. sums is caused by puberty, boredom, lack of [action], high sex drive, hot people, ect. it is characterized by spontaneous and uncontrollable masturbation, often at inappropriate times such as at the park, when voting, or in line at the bank. "
"sun","Sun","the sun is a mass of incandescent gas; a gigantic nuclear furnace. where hydrogen is built into helium, at a temperature of millions of degrees.  the sun is hot. the sun is not a place where we could live, but here on earth there'd be no life without the light it gives.  we need its light; we need its heat. the sunlight that we seek, the sunlight comes from our own sun's atomic energy.  the sun is a mass of incandescent gas; a gigantic nuclear furnace. where hydrogen is built into helium, at a temperature of millions of degrees.  the sun is hot.  the sun is so hot that everything on it is a gas; aluminum, copper, iron, and many others.  the sun is large.  if the sun were hollow, a million earths would fit inside, and yet, it is only a middle-sized star  the sun is far away.  about 93,000,000 miles away, and that's why it looks so small.  but even when it's out of sight, the sun shines night and day.  we need its heat; we need its light. the sunlight that we seek, the sunlight comes from our own sun's atomic energy.  scientists have found that the sun is a huge atom-smashing machine. the heat and light of the sun are caused by nuclear reactions between hydrogen, nitrogen, carbon, and helium  the sun is a mass of incandescent gas; a gigantic nuclear furnace. where hydrogen is built into helium at a temperature of millions of degrees."
"suo","Suo","sup is an uncommon last name with members of this elite group tracing ancestry back to the usa, finland and mainland china.

suo is the last name of someone who will go far in life. a suo is determined and goal driven. they are smart, natural born leaders, but be careful they are assertive and direct as fuck. a suo is a lot like jessica pearson from suits.

a suo will have a great group of friends. a suo is the best friend that everyone hopes for. a day with a suo is always an adventure that cannot be planned. beneath their strong exterior, a suo can be vulnerable. they need the support of friends and family, but won’t admit it. having a suo as a boyfriend or girlfriend is one of life’s gifts. they will always be there for you. their love is deep, whole and unwavering. if you are lucky enough to have a suo love you, don’t you ever fuck it up."
"sup","S Up","a term that cool people use because they are too damn lazy to say what's up. (too much effort involved there man.)"
"sux","Sioux","the airport code for sioux city, iowa's airport, ""sioux gateway airport / col. bud day field"""
"suz","Suzie","short for ""suzie homemaker"", or housewife."
"svd","Svd","caliber: russian 7.62x54mm rimmed  operation: gas operated, short stroke, rotating bolt; semi-automatic  capacity: 10 round detachable box magazine  weight: 4.31kg empty with telescope  length: 1225 mm  barrel length: 620 mm  max rate of fire: 30 rpm  aimed rate of fire: 3-5 rpm  scope type: pso-1 with illuminated reticle  accuracy: less than 2moa at 600m    svd was designed not as a standart sniper rifle. in fact, main role of the svd ir soviet / russian army is to extend effective range of fire of every infantry squad up to 600 meters and to provide special fire support. svd is a lightweight and quite accurate (for it's class) rifle, cabable of semi-auto fire. first request for new sniper rifle was issued in 1958. in 1963 svd (snaiperskaya vintovka dragunova, or dragunov sniper rifle) was accepted by soviet military. svd can use any kind of standart 7.62x54r ammo, but primary round is specially developed for svd sniper-grade cartridge with steel-core bullet. every infantry squad in the russian (soviet) army had one man with svd. svd is extremely reliable in all conditions, and designed for heavy battles. it has backup ajustable iron sights as a standart option, as well as a bayonet mount (standart ak-47 bayonet type). latest modernisation incorporate rugged polymer stock. also, for mounted and airborne troops developed variant with folding buttsock and shortened barrel (590 mm). new flash hider/muzzle brake also installed. all modifications of svd passed many real battle tests during afghan war as well as many other local conflicts, including latest chechen wars. svd was widely used and copied across the former warshaw pact countries and still in service with russian army and many russian law enforcement agencies (as well in oter cis countries).  "
"swt","Sweat","a shortened term for ""sweat"", often used in online gaming. describe the sweating expression from manga (japanese comic). originally came from the ragnarok online sweat expression (/swt)."
"swy","Sowwy","short for [sowwy], which is another word for sorry(which can also be used as [sry]). mostly used in text messaging."
"sxb","Sxbs","a manifestation, associated with the act of [buttsecks]. one who is proficient in anal fornication may eventually, although rarely, take on the form of sxbs."
"sxe","Sxe","straightedge. it has the same basic principle (no drink, no drugs, no fuck) for all followers, but each person makes it their own. some examples: some sxe people choose to be vegans or vegetarians, abstain from caffeine, save sex for marriage (as opposed to a serious, committed relationship). straightedge has nothing to do with violence (in fact, most straightedgers discourage it) or religion (that's a personal belief). some people say that taking medications is not straightedge, however, others will argue that sxe is all about taking care of yourself, and refusing legitimate medications is counter-productive to the general ideology."
"sxy","Sexy","[sxy]:an abbriviation for the word sexy."
"syg","Syg-","syg- acronym for ""so youre gay""?

often used as a comeback when someone says something ignorant, retarded or gay.

but can be used as a response to basically everything."
"syn","Syn","originally a packet used in tcp/ip to establish a connection, it is now commonly used as an ""are you there?"" request to another user on a talker. it is also used in the less common form ""syn syn enq"" - two synchronization bytes, then an enquiry. the latter form is pretty much the same as the former."
"sza","Sizza","pronounced ""sizza"". it is an acronym for the term ""super zitty ass."" super zitty ass is typically brought on by warm summer months, humidity, and lots of time sitting in front of a computer. sza at it's worst can cover both ass cheeks with literally hundreds of tiny red zit bumps. the only remedy is cooler weather."
"tac","Tac","a type of cannabis smoked mostly in the north east of england.   brown and hard, but goes soft when warmed up in order for the dealer to cut it into different sizes.   only 2% thc.   lasts alot longer than skunk.   the best way to smoke it is with a bucket/boosh or a bong but you have to burn the tac off and sprinkle it in the chillum or pipe.   tac joints make nasty rockies which burn through clothes.  "
"tag","Tag'S","tag; a personal signature, usually vandalism with spraypaint, but can be any graffitti.  tag's can take seconds, or can use multiple colors. two color tags are usually [throw ups], may consist of block or bubble lettering.  [bombs] are usually tri color, while [piecing][piece][pieces] are always of the upper most complexit. very large, good use of colors, where they will seem to blend together, or [bleed], and [burn]."
"tah","T.A.H","tah t.a.h. or tah is an acronym for that's actually hilarious."
"taj","Taj","taj is the greatest guy you will ever meet. he is super cute, loving and caring. he's very athletic and has a bright future in sports. taj mostly plays basketball alot and is very loyal."
"tan","T And","a very hot and attractive asian"
"tao","Tao","the pronunciation is wrong. tao is pronounced dao.  ""the way"", ""the path"", ""the flow"" are some ways to describe what tao means. it originates from a religion/philosophy/spirituality called taoism. the exact meaning of tao is untranslatable. tao basically means everything. the tao is like a flow that is everywhere. people moving around, nature doing whatever it does, things like that are examples of tao. it's pretty hard to fully describe it."
"tar","Tar","one of, if not the single, least pure forms of heroin. the process of converting raw opium to tar heroin is much cheaper and faster than that of purer forms such as ""number 3"" and ""number 4"". as it's name implies, tar heroin is dark brown or black in color, and usually very sticky."
"tat","Tatty","tat noun. 1. rubbish, junk. abb. of tatty.  used to refer to the kind of junk sold by crafty cockneys to unsuspecting tourists in central london. "
"tav","Tavis","nickname for [tavis]. an awesome, loyal, trustworthy [guy friend] who can make anyone laugh their head off. he's also addicted to [msn]. when he's not on, he always puts his status as away rather than offline, because he's too lazy to log off. also, he can be a bit of a tease sometimes. but we love you anyway, tav!"
"tax","Taxer","verb. - to steal. noun. (taxer) - thief "
"taz","Taz","the coolest of the coolest people everrrr, she always listens and is one of the bestest friends you could ever have. the sweetest and the most beautiful person to ever walk the earth!!!!  taz is often short for tasneem, tasneem means water from the fountain of jannat.  i love you taz!!!!!!!!!!!!!!!!"
"tcb","T-C-B","tihs is a cool way to say ""taking care of business."" in the hood t-c-b, means getting a j-o-b"
"tdr","T.D.R","also known as ""shit.d.r"", it is american universities way of torturing the student body. it was recently approved by dick cheney and the pentagon as an advanced form of enhanced interrogation/torture for guantanamo bay. if you eat here for dinner and walk out alive, consider yourself lucky. bear grilles is afraid of eating at tdr. if you come here, expect a hospital visit within the first 24 hours. food here looks like what they fed indiana jones in the movie ""the temple of doom"". the only good food is on orientation day and the minute your parents leave, hell descends upon american university. the beef here is actually dog food."
"tec","Tec-9","""tec-9"", popular street gat used to pop motherfuckers. "
"tef","Theif","dis iz a jamaican word which basicly means you theif/jackass/stealer/criminal"
"teg","Tegra","short for acura integra"
"tek","Tek-9","tek-9, a machine pistol similar to a [mac-10] or an [uzi]. see also [gat]. "
"ten","Ten","a human being shaped so perfectly that their hotness is almost painful to look at:    boys; know you've met a ten when she tells you a joke and you accidentally spit coke in her face.    girls; know you've met a ten when the fact that he's even speaking to you makes you wet.  be careful! tens know it. they have mirrors too. their prettyness is so intense that you will forgive anything just to be around them. they are not always nice people. "
"tev","Tever","a short, extra dismissive form of ""whatever"". derived from the middle part of the word (i.e. whatevever)."
"tex","Texan","an extremely sexually attractive texan who can give sexual pleasure to the opposite sex in ways unknown to non-texans."
"tez","Tez","the nickname to a male named cortez, dontez, or any other name ending in -tez."
"tha","That","an acronym that stands for tall handsome awesome"
"thi","Thing","something you can't touch."
"thk","T.H.K","t.h.k stands for ""try hard kid"" an adjective for a teacher pet, smart kid-college bound-wise"
"thm","T H M","t h m - thorpey herpes mouth  a condition where the carrier has been around the block so many times in ones 106 gti that he has herpes mouth. the condition is contagious, it has been discovered that members of society most at risk are the female under 16's but it can be passed on to males through female carriers."
"thn","Then","an abreviation for the word then used by the lazy people who cba to type in full"
"tht","That","short abbreviation for ""that"" often used in msn, by people who just cba to type evry lettr..."
"thx","Thnx","bastardization of 'thnx,' which is a bastardization of 'thanx,' which is a bastardization of 'thanks,' which is a bastardization of 'thank you.'"
"tij","Tijs","derogatory term for dj tiesto, one of the most popular (and overrated) djs in dance music. this comes from his real name, tijs verwst. usually used in order to make fun of dj tiesto.  also see omgtijs"
"til","T.I.L","t.i.l. (today i learned) often used as a space saver on websites such as reddit or digg when writing the titles of links to interesting things the submitter has learned that day."
"tim","Tims","a very fun, funny, intelligent, handsome, sexy, hardworking, and talented guy. tims are usually very skilled and competent. they are very focused and can do pretty much anything they set their minds to. they make wonderfully loving and devoted partners and fathers, and are sensitive to the needs of their loved ones. they are very loyal friends. if you are fortunate to have a lover who is a tim, then you must have been gandhi or buddha in your past life, and you are probably already a member of nysts ""name your son 'tim' society,"" a grassroots organization committed to bringing more tims into the world."
"tiq","Tiq","also ""the 'tiq""; short for [hpnotiq], a popular and destinctive alcoholic beverage."
"tit","Tits","women's secret source of power over men.  having the right tits often results in social and economic gain."
"tjp","Tjp","a tjp is someone who is super funny and can make anyone smile. they have an amazing body and is pretty flexible they are gorgeous. and i mean drop dead gorgeous, there isn't a single flaw with tjp and they deserve a gentleman."
"tkc","Tkc","1. smear  tkc or (tkc)- refers to defunct kansas city blog that specialized in anonymous tips to smear local politicians and bloggers.   "
"tky","Tky","tky is the source, essence and spirit within anything that is good in the universe.  some examples of tky : - scoring a hat-trick in soccer by only using backheels. - passing a ball to a friend of an impossibly hard reboundind object - any successful rebound - cheating on a test and not getting caught - being extremely passionate towards something you belive in e.g socceroos - dick tricks - drinking your body weight in alcohol and still fooling your parents your sober - bagging the shit out of someone - taking videos during class - putting your socks on both feet at once - being able to dance in time with a strobe light - sweet talking a teacher - sweet talking a deaf girl - sweet talking a man  basically any form of skill, luck, or success that comes by taking a risk. furthermore tky can be expressed by passion and love for something - an example is by breaking someones tap and shooting water 20ms into the air because your favoured sporting team lost.   so my friends t.k.y"
"tlk","Talk","short for the word talk. vowels have been removed."
"tmt","T.M.T","t.m.t. is slang/short for ""too much tuna"". it is commonly used to describe gay bars being overwhelmed/over-run by straight women, usually the obnoxious, ignorant, self-centered, and loud young college types that are full of themselves and can't hold their liquor worth a shit. for cities with sea ports, this is a far more common problem/issues that cities located inland. why they choose to invade these establishments remains a mystery to date. also more commonly found in college towns."
"tmz","Tmz'","'tmz' stands for ""thirty mile zone,"" a term which originated in the 1960's. due to the growth of 'on location' shoots, studios established a ""thirty mile zone"" to monitor the regulations of shooting throughout hollywood. the zone was originally centered in los angeles around the old offices of the association of motion pictures and television producers at beverly and la cienega boulevards in california. it was often said that ""everything entertainment happens in the 'thirty mile zone.'"" so essentially, the ""thirty mile zone"" represents the epicenter of hollywood. also- you see/hear this reference on the celebrity gossip show/site ""tmz.com"""
"tna","Tna","tna is a weekly televised wrestling show that is full of predictable nonstop ""action"". below is quick break down of an episode of tna.

- eric bischoff cuts a 20 minute promo.

- the commentary team announce the match card.

- a fight breaks down backstage and lasts around 10 minutes.

- a knockouts match is on but ends in about 4 minutes, another knockout beats down the winner and walks off.

- eric bischoff is shown talking with ric flair backstage until commercial break.

- a tag team match is on, the face team wins but are attacked after that.

- eric bischoff and immortal are talking backstage about taking over.

- the main event ends in a no contest when immortal beat down the face superstar.

- end of tna.

this is basically the same every single week but it's okay because they have hogan, flair, russo and bischoff so it's just like wcw, which was pretty horrible but it's harsh to say tna is like watching a car crash... because a car crash would have some meaningful confrontation."
"tom","Toms'","has extreme likeness to a [matt]. a [sexy best]. 'toms' are known to be genius' and to be extremely skilled and gifted in the field of literature. commonly seen without a shirt due to their exemplary physique. toms also are known to have great moral values and being very sensitive to a womans needs. "
"tor","Thor","the correct spelling of the nordic god of thunder. spelled [thor] in unenlightened parts of the world."
"tov","Tovs","a word created by the youtuber tovs, meaning someone who has a funny and stupid but creepy personality."
"tpe","Type","in [bdsm], tpe refers to a type of relationship: total power exchange. the implication is that the dominant partner has complete control and authority over the submissive in all areas and at all times, even when they're not actively engaged in a scene. most couples will, however, agree to a set of terms and limits beforehand, which can be renegotiated if it becomes necessary."
"tpx","Tpx","a relatively small group of people who all came together from twitch streamer razorsharpfang. originally called tpu, tpx was a twitch plays where the viewers would vote on what game they played. now, razorsharpfang no longer streams, but there is still a small following. many say tpx is destined to die soon."
"tra","Trah","[trah] interjective symbol

1. a percussive sound; a musical syllable.

2. a farewell wish originated in the 1970's in the bronx, ny and derived from the mystical number 3 (""tres"" in spanish).

3. a symbol used by the musicwise community as an affirmation of the infinite beauty, power, and creative intelligence of musical experience."
"tre","Tre","more populary known as a skateboarding trick in which a 360 flip is conducted, to ""tre"" also relates to a smoking technique. to ""tre"" is to input a blunt of cannabis or tobacco into the bowl of a water pipe as a way of smoking. you can ""tre"" a blunt simply by rolling a blunt and smoking it out of a water pipe. it is a simple process that provides a better way of smoking with very little hassle."
"tru","Tru","essentially, ""tru"" is an expression of contentment, satisfaction, goodness, approval, and/or of course, agreement. it is generally enunciated in a deep, low voice, with a slightly increasing pitch, and the vowel sound of ""u"" is elongated without the diphthong.  ""tru"" can also be used to fill a void in conversation.  note #1: there is no ""e"" at the end of ""tru"", and the ""r"" is always capitalized.  note #2: when ""tru"" is followed by exclamation point(s), an optional space can precede each exclamation point to express additional emphasis: exciting: tru!!!! extremely exciting: tru ! ! !"
"tsx","Tsx","the acura tsx is a model of automobile manufactured by honda and sold in north america under the acura brand name. the tsx is badge engineered from the honda accord sold in europe and japan. as of 2003, the tsx is the smallest sedan in the acura model line, other than the el sold only in canada.  the 2004 model year tsx's powertrain is comprised of a 2.4-l inline four-cylinder engine (automotive.com, 2003), a six-speed manual transmission (engine power, 2003), and a front wheel drive layout (automotive.com, 2003).  the tsx is based on the european and japanese cl-series honda accord. however, the tsx has a restyled interior and different suspension tuning.  the engine, the k24a1, is related to the engine in the honda accord (7th generation), the honda cr-v, the honda element, and a smaller version in the acura rsx and rsx type-s. the k24a1 features intelligent variable valve timing and produces 200 horsepower (150 kw) in this iteration.  the tsx comes with either a 5-speed sportshift automatic or a 6-speed manual. the manual features a magnesium casing, to reduce weight.  the tsx's suspension setup of a double wishbone front and a multi-link in the rear was especially tuned by the honda engineers to maximize handling and cornering speed."
"tul","Tuls","tuls is just [slut] backwards. use tuls when you want to call someone a [slut] but you are in front of someone who would find that offencive or would tell the person you are talking about. (e.g. teacher, parent, friend of the slut.)"
"tum","Tummy","short for ""tummy"" or ""stomach""."
"tux","Tux","tux is the linux mascot created by larry ewing, and chosen by linus torvalds as the linux mascot because of the endless possibilities of showing tux. he, unlike a fruit or a piece of glass, is under gpl and is much cooler. people have the rights to show tux in anyway without getting sued and still able to show how awesome he is."
"tva","Tva","known to the locals of chattanooga, tva doesn't define the tva, but moreso ""tits, vagina, ass"" for their acronym."
"tvy","Tv-Y7","completely useless rating of several issued to tv shows in the u.s. (the others being [tv-y7], [tv-g], [tv-pg], [tv-14], and [tv-ma]) that is usually given to shows considered so-called [children's entertainment] when the tv-g rating more than suffices."
"twh","Twhs","twhs: another way to turn any normal conversation into a sexual remark. it is similar to that's what she said ([twss]), however, it is used to express a male's sexual remark."
"twn","Twn","pronounced tone, twn is one step below [own], which is often used as one level below [pwn]. you can also twn your guitar."
"twy","Twys","twys stands for think while you suck (my dick).

used when someone needs to reconsider or reflect on a stupid question they've just asked.

""twys"" is used when you can't be pained to answer the question, so you respond with it to make the asker shut up and use their brain."
"txc","Txc'","another fine creation from the legendary wordsmith eric. in this era of silly people running about proclaiming themselves to be hxc, sxe, and using ""hardcore"" as a new buzzword, i've decided that the world needs 'tardcore' to define the whole lot of them. 'txc' is an abbreviation of this wholesome and utterly excellent new term, and is not to be confused with 'xtc', a drug that stupid ravers use. ravers are txc."
"txt","Text","file extension for plain text files."
"tya","Tyas","a lively boy. at first glance, he may seem shy and laid-back, you will have to be pretty friendly to crack his shy exterior. but when you do, he will be one of the silliest guys you'll meet. he tends to tease people he is close to, but has his sweet moments. a tyas is an overall adorable and loveable boy. you can't go wrong with a tyas."
"tyu","Tyus","an awesome person, who is such an amazing person, everyone around the person is jealous. many people worship a tyus, and genueflect in front of him, with great respect. he will always be a goof friend, and sometimes annoying."
"ube","Ube","the [filipino] word for purple yam. ube is used in a variety of desserts from ice cream to pastries.  ube on occasions, can also take the place of ""[uber cool].""    "
"ucg","U.C.G","u.c.g.(under cover girlfriend) a girl or bitch you keep on the side if you main girl wont fuck."
"uck","Uck","an uck is a rare golden clad female with dyed blonde hair that can be found in the nightclub. this towering specimen of empowerment will push everyone out of the way on the way to her goal (usually the bar). an uck will never make eye contact, only ever looking forward and head tilted slightly up to display her dominance. being in the vicinity of an uck may lead to you being elbowed, pushed and abused. take care in approaching an uck as she will scoff if you tell her to watch where shes going, usually making the trademark ""ugh"" or ""uck"" noise as a defense mechanism, usually followed by ""i have a boyfriend"" or another generic dismissal of another human being's regard. in recent years it is not only blonde haired women that have been associated with this, as their extroverted behaviour has lead to many others adopting the identity."
"ude","Udes","nudes but not"
"udx","Udx","a call of duty 'zombies' clan, well known in the mlg and machinima community.

there are four known members. udx thunder (uk, founder) name: danny highest round solo round: 58 highest round two player: 74 highest round four player: 102

udx revive (uk, co-founder) name: macka highest round solo round: 64 highest round two player: 74 highest round four player: 68

udx nuke (unknown location) name: unknown highest round solo round: 56 highest round two player: 89 highest round four player: 96

udx punch (unknown location) name: unknown highest round solo round: 52 highest round two player: 89 highest round four player: 86"
"uey","U-Ey","also australian slang to do a u-turn in your car can be termed as to ""chuck a u-ey"" - as in perform that manouvre"
"uft","Uoft","the incorrect acronym of the university of toronto. it's either ut or uoft. what is uft? are you illiterate? no one actually attending uoft actually says i go to uft.  if you say this, you probably go to another university or college with no idea about the correct word to describe a university that's better than yours.  (except western's ivey, york's schulich, and waterloo's engineering)"
"uge","Uge","almost identical to [huge] but lacking the h.  is generally considered even bigger than huge."
"ugg","Uggs","fugly winter boots that trendy girls wear because they are simply brainwashed into thinking they look cute when in reality they look stupid...like point and laugh stupid. they are also ridiculously expensive for something that doesn't look that special.  the typical ugg boot wearer is normally a thin white female with long blond hair and, in most cases, a fake tan. they typically wear anything with the abercrombie & fitch logo/name and a mini skirt...and uggs. many of these brainwashed homosapiens look exactly the same, so finding them is very easy. they normally gather at the local mall or at a target store.  ugg boots are sometimes tucked into pants, normally jeans. in this case, they make the ugg boot wearer look like they have elf feet, or really big feet. thus, making them look unattractive.  in addition, some young soccer moms have also been noted wearing these boots, resulting in their husbands cheating on them and/or filing for divorce."
"ugo","U.G.O","u.g.o is short for u got owned.  it may be used in video games, mostly multiplayer ones.  "
"ugs","Ugs","ugs is the word : 'ugly', only shorter to say, you pick a word that ends with a -y and replace the 'y' for an s. to say it easy, ugs has no 'l'"
"uhl","Uhls","the coolest people on the face of this earth. often a little weird and off the charts but there's always a party when a uhls is town."
"uhm","Uhm","the definition of uhm, is like when you can't think of anything to say, as an answer. so you say uhm i don't know"
"uic","Uic","uic is an acronym: university impossible to complete! uic is located on the chicago campus of university of illinois. (mission impossible for science/medical/technical majors. the exception is music/art history etc majors... majors for fun and to meet the pro bono humanities requirements). if you like a huge school that is too hard, uic is the school for you!"
"uie","U-Ie","to make a u-turn.  also spelled u-ie, u-y."
"uit","Unity","to pass a backed-up left turn lane and going down to the next clear left turn opportunity and then, making a u-turn back to your intended destination. usually, this maneuver is so advantageous that you can wave at all the people still waiting to turn as you pass them."
"ukd","U.K'D","to be u.k'd (you-kayed) is to be invited into someones house and immediately or soon after entering the premises being asked to leave for no reason what-so-ever."
"ukf","Ukf","a company, mainly youtube-based, that promotes [dubstep], [drum and bass], and general [edm]. lots of subscribers, and those who are into the more [mainstream] part of what's called dubstep, for example nero and [skrillex], love it - while others who prefer the underground, ""true"" dubstep despise it and think of it as a cancer. these people will generally be very condescending and if you go commenting on a pinch song with ""where's the drop?"" they will tell you to fuck off back to ukf.

basically, ukf is the surface - the stuff you find there may be good, but the real gold mine is beneath."
"uld","Ul'D","ul'd is short for the word uploaded, as dl'd is short for the word downloaded."
"ule","Ulees","another word for faggot, often used in slovenia. (ulees is also used)"
"ull","U'Ll","idiotic variation of ""you'll or you shall/will"".  looks like it should be pronounced, 'uhl', like 'pull'."
